experiment_id,belief_idx,state_idx,help_config_idx_local,belief_mus,belief_sigmas,state,help_config,conducted_datetime_stamp
87,1,2,8,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
88,1,2,9,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
89,1,3,-1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]",,
90,1,3,0,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
91,1,3,1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
92,1,3,2,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
93,1,3,3,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
94,1,3,4,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
95,1,3,5,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
96,1,3,6,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
97,1,3,7,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
98,1,3,8,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
99,1,3,9,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8157681772052701, -0.7557467756949021], [-0.7171710986530901, -0.6123782337389311], [-0.723749032479275, -0.870437744162939], [-0.6206484602665598, -0.6459024879163516]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
100,1,4,-1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]",,
101,1,4,0,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
102,1,4,1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
103,1,4,2,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
104,1,4,3,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
105,1,4,4,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
106,1,4,5,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
107,1,4,6,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
108,1,4,7,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
109,1,4,8,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
110,1,4,9,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.8022784525055463, -0.5884413988228455], [-0.8683841139785763, -0.6642259778082078], [-0.6095311291313918, -0.7386169569604689], [-0.6343634036912508, -0.5956398710507901]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
